id_cliente,nome,data_nascimento,cidade,data_cadastro
3900,Cliente_3900,1992-07-17,Salvador,2020-04-07
3901,Cliente_3901,1963-10-15,Rio de Janeiro,2018-06-29
3902,Cliente_3902,1967-03-14,Salvador,2022-09-09
3903,Cliente_3903,1972-08-27,Belo Horizonte,2024-04-14
3904,Cliente_3904,1982-11-02,Fortaleza,2023-01-11
3905,Cliente_3905,1960-07-14,São Paulo,2022-11-22
3906,Cliente_3906,1993-04-26,Salvador,2022-09-13
3907,Cliente_3907,1995-03-16,Rio de Janeiro,2018-03-31
3908,Cliente_3908,2003-10-03,Fortaleza,2021-01-27
3909,Cliente_3909,1961-07-26,São Paulo,2021-04-01
3910,Cliente_3910,2000-10-17,Brasília,2018-09-07
3911,Cliente_3911,1967-01-24,Curitiba,2022-06-17
3912,Cliente_3912,1997-10-08,São Paulo,2023-10-05
3913,Cliente_3913,1964-11-06,Brasília,2022-11-29
3914,Cliente_3914,1995-09-10,Salvador,2022-04-23
3915,Cliente_3915,1985-01-04,Salvador,2022-06-30
3916,Cliente_3916,1974-05-11,Rio de Janeiro,2020-04-27
3917,Cliente_3917,1950-04-28,Salvador,2019-10-18
3918,Cliente_3918,1969-07-17,Fortaleza,2024-08-22
3919,Cliente_3919,1950-10-18,Curitiba,2023-10-02
3920,Cliente_3920,1995-03-15,Belo Horizonte,2023-11-21
3921,Cliente_3921,1977-03-22,Belo Horizonte,2020-06-21
3922,Cliente_3922,1974-02-02,São Paulo,2024-03-11
3923,Cliente_3923,1965-05-08,São Paulo,2020-07-06
3924,Cliente_3924,1997-11-13,Belo Horizonte,2020-09-02
3925,Cliente_3925,1953-07-04,Belo Horizonte,2019-08-30
3926,Cliente_3926,1961-12-06,Brasília,2021-01-12
3927,Cliente_3927,1954-08-16,Brasília,2020-10-16
3928,Cliente_3928,1968-11-02,São Paulo,2023-12-30
3929,Cliente_3929,1950-02-15,Fortaleza,2021-11-24
3930,Cliente_3930,2004-04-16,Belo Horizonte,2022-02-20
3931,Cliente_3931,1957-06-20,Belo Horizonte,2024-02-28
3932,Cliente_3932,1961-12-27,Salvador,2022-07-31
3933,Cliente_3933,1976-06-16,São Paulo,2021-08-22
3934,Cliente_3934,1950-12-08,Rio de Janeiro,2021-12-27
3935,Cliente_3935,1975-02-03,Belo Horizonte,2019-12-25
3936,Cliente_3936,1951-05-28,Fortaleza,2024-01-11
3937,Cliente_3937,2002-04-30,Fortaleza,2019-03-12
3938,Cliente_3938,1984-04-08,Brasília,2020-11-20
3939,Cliente_3939,2004-03-21,Rio de Janeiro,2024-03-06
3940,Cliente_3940,1989-09-02,Belo Horizonte,2020-06-22
3941,Cliente_3941,1974-02-11,Salvador,2020-04-15
3942,Cliente_3942,1985-06-24,Curitiba,2019-09-30
3943,Cliente_3943,1970-10-16,Belo Horizonte,2022-11-13
3944,Cliente_3944,1963-04-23,São Paulo,2023-05-17
3945,Cliente_3945,1994-06-30,Curitiba,2020-01-14
3946,Cliente_3946,1966-08-07,Rio de Janeiro,2019-12-23
3947,Cliente_3947,2001-02-08,Fortaleza,2023-07-03
3948,Cliente_3948,1966-03-09,São Paulo,2021-03-01
3949,Cliente_3949,1977-10-29,Rio de Janeiro,2019-10-30
3950,Cliente_3950,1985-05-14,Rio de Janeiro,2024-10-25
3951,Cliente_3951,1956-03-25,São Paulo,2019-08-11
3952,Cliente_3952,1988-04-03,Curitiba,2020-10-01
3953,Cliente_3953,1986-02-10,Fortaleza,2019-02-15
3954,Cliente_3954,1997-04-05,Fortaleza,2019-07-17
3955,Cliente_3955,1951-01-22,São Paulo,2024-10-07
3956,Cliente_3956,1983-11-26,São Paulo,2022-04-22
3957,Cliente_3957,1959-11-15,Brasília,2018-02-25
3958,Cliente_3958,1953-12-04,Rio de Janeiro,2019-06-26
3959,Cliente_3959,1957-07-02,Rio de Janeiro,2021-01-01
3960,Cliente_3960,2003-10-18,Brasília,2018-02-25
3961,Cliente_3961,1950-11-04,Salvador,2019-03-12
3962,Cliente_3962,1980-05-11,Rio de Janeiro,2018-12-15
3963,Cliente_3963,1962-06-29,Brasília,2023-05-22
3964,Cliente_3964,2000-06-30,Brasília,2022-12-25
3965,Cliente_3965,1964-08-20,Belo Horizonte,2021-06-13
3966,Cliente_3966,1992-12-18,Rio de Janeiro,2019-09-25
3967,Cliente_3967,1955-01-05,Fortaleza,2024-02-05
3968,Cliente_3968,1973-12-30,São Paulo,2024-02-05
3969,Cliente_3969,1951-11-26,São Paulo,2018-07-02
3970,Cliente_3970,1998-11-11,São Paulo,2021-04-30
3971,Cliente_3971,1995-11-23,Rio de Janeiro,2022-08-29
3972,Cliente_3972,1950-02-09,São Paulo,2020-07-07
3973,Cliente_3973,1970-05-03,Curitiba,2022-10-16
3974,Cliente_3974,1963-03-23,Fortaleza,2021-12-18
3975,Cliente_3975,1975-09-26,Fortaleza,2020-07-14
3976,Cliente_3976,1984-07-08,Curitiba,2019-04-06
3977,Cliente_3977,1965-03-19,Rio de Janeiro,2019-03-28
3978,Cliente_3978,1959-02-16,Belo Horizonte,2021-02-28
3979,Cliente_3979,1956-11-04,São Paulo,2021-09-28
3980,Cliente_3980,1982-05-05,São Paulo,2018-12-14
3981,Cliente_3981,2004-03-26,Rio de Janeiro,2019-09-11
3982,Cliente_3982,1988-06-15,Belo Horizonte,2023-12-13
3983,Cliente_3983,2003-10-18,Fortaleza,2020-01-13
3984,Cliente_3984,1988-02-25,Fortaleza,2019-09-08
3985,Cliente_3985,1977-01-20,Belo Horizonte,2021-03-21
3986,Cliente_3986,1959-04-29,Curitiba,2021-01-15
3987,Cliente_3987,1983-02-12,Brasília,2020-12-23
3988,Cliente_3988,1956-11-07,Brasília,2018-01-09
3989,Cliente_3989,1963-05-03,Belo Horizonte,2019-08-24
3990,Cliente_3990,1963-04-05,Curitiba,2022-05-19
3991,Cliente_3991,1992-12-03,São Paulo,2018-10-03
3992,Cliente_3992,2001-11-03,Fortaleza,2022-10-17
3993,Cliente_3993,1974-12-26,São Paulo,2019-08-16
3994,Cliente_3994,1978-12-25,Rio de Janeiro,2019-06-07
3995,Cliente_3995,1984-07-17,Belo Horizonte,2021-12-15
3996,Cliente_3996,1994-05-04,Curitiba,2022-10-03
3997,Cliente_3997,1987-02-20,Brasília,2024-09-30
3998,Cliente_3998,1979-12-01,Brasília,2019-07-21
3999,Cliente_3999,1972-01-23,Curitiba,2022-04-19
4000,Cliente_4000,1999-04-14,Salvador,2023-07-30
4001,Cliente_4001,1997-11-20,Salvador,2023-07-11
4002,Cliente_4002,1998-02-08,Curitiba,2020-07-31
4003,Cliente_4003,1957-07-02,Fortaleza,2024-07-07
4004,Cliente_4004,1987-11-05,Salvador,2023-11-29
4005,Cliente_4005,1969-09-05,Rio de Janeiro,2018-12-24
4006,Cliente_4006,1982-06-14,Rio de Janeiro,2018-01-12
4007,Cliente_4007,1951-07-17,Salvador,2022-01-24
4008,Cliente_4008,1992-07-08,São Paulo,2019-07-02
4009,Cliente_4009,1955-05-07,Belo Horizonte,2021-12-01
4010,Cliente_4010,1962-07-03,Curitiba,2021-04-22
4011,Cliente_4011,1962-12-07,Curitiba,2024-03-08
4012,Cliente_4012,1971-10-04,Brasília,2020-05-13
4013,Cliente_4013,1970-02-24,Fortaleza,2018-08-17
4014,Cliente_4014,1962-05-13,Fortaleza,2019-04-26
4015,Cliente_4015,1962-11-02,Fortaleza,2022-03-27
4016,Cliente_4016,1952-05-13,Belo Horizonte,2022-10-06
4017,Cliente_4017,1954-11-08,Fortaleza,2019-03-11
4018,Cliente_4018,2002-03-07,Curitiba,2018-10-30
4019,Cliente_4019,2003-04-14,São Paulo,2019-10-10
4020,Cliente_4020,1963-03-07,Rio de Janeiro,2022-02-05
4021,Cliente_4021,1957-02-01,São Paulo,2020-09-30
4022,Cliente_4022,1951-02-13,Brasília,2024-05-20
4023,Cliente_4023,1987-05-14,Brasília,2019-09-06
4024,Cliente_4024,1966-05-14,Fortaleza,2023-04-09
4025,Cliente_4025,1962-07-28,Fortaleza,2023-12-01
4026,Cliente_4026,1976-11-14,Curitiba,2023-04-10
4027,Cliente_4027,1980-04-06,Brasília,2022-12-24
4028,Cliente_4028,1951-03-09,São Paulo,2021-03-20
4029,Cliente_4029,1963-12-27,Fortaleza,2018-09-03
4030,Cliente_4030,1952-11-18,Brasília,2024-10-10
4031,Cliente_4031,1965-07-28,Rio de Janeiro,2023-08-24
4032,Cliente_4032,1950-12-23,Brasília,2022-06-12
4033,Cliente_4033,1988-01-03,Salvador,2023-02-04
4034,Cliente_4034,1973-02-24,Salvador,2024-06-01
4035,Cliente_4035,1977-06-16,Curitiba,2020-07-20
4036,Cliente_4036,1964-01-26,São Paulo,2021-01-18
4037,Cliente_4037,1996-10-14,Rio de Janeiro,2022-03-27
4038,Cliente_4038,1969-01-03,Salvador,2022-06-29
4039,Cliente_4039,1955-01-09,Curitiba,2020-06-15
4040,Cliente_4040,1966-06-25,Salvador,2024-04-09
4041,Cliente_4041,1956-12-04,Curitiba,2023-04-03
4042,Cliente_4042,1978-02-05,Brasília,2022-07-18
4043,Cliente_4043,1984-02-19,São Paulo,2019-11-07
4044,Cliente_4044,1983-04-30,Rio de Janeiro,2022-10-04
4045,Cliente_4045,1974-03-20,São Paulo,2019-03-21
4046,Cliente_4046,1956-12-24,Salvador,2022-01-25
4047,Cliente_4047,1980-02-05,Rio de Janeiro,2018-04-25
4048,Cliente_4048,1975-04-27,Salvador,2019-10-29
4049,Cliente_4049,1959-07-21,Rio de Janeiro,2018-09-25
4050,Cliente_4050,2003-07-28,Brasília,2018-02-14
4051,Cliente_4051,1977-09-25,Salvador,2020-02-08
4052,Cliente_4052,1968-02-06,Rio de Janeiro,2018-05-13
4053,Cliente_4053,1974-02-24,Salvador,2018-12-15
4054,Cliente_4054,2000-09-02,Salvador,2018-07-03
4055,Cliente_4055,1993-05-28,São Paulo,2018-07-07
4056,Cliente_4056,1978-03-23,Belo Horizonte,2019-01-17
4057,Cliente_4057,1950-10-05,Brasília,2021-12-31
4058,Cliente_4058,1975-05-03,Salvador,2022-06-19
4059,Cliente_4059,1967-06-26,Brasília,2021-07-12
4060,Cliente_4060,1985-01-17,Rio de Janeiro,2021-12-28
4061,Cliente_4061,1958-09-26,Curitiba,2021-09-19
4062,Cliente_4062,1995-03-07,Salvador,2019-02-18
4063,Cliente_4063,1963-06-23,Salvador,2018-04-08
4064,Cliente_4064,1984-04-13,Salvador,2023-05-08
4065,Cliente_4065,1953-05-10,Rio de Janeiro,2021-04-03
4066,Cliente_4066,1963-08-06,São Paulo,2023-03-12
4067,Cliente_4067,1958-05-15,Rio de Janeiro,2020-08-06
4068,Cliente_4068,1962-08-21,Salvador,2019-10-22
4069,Cliente_4069,1996-04-27,Fortaleza,2024-10-29
4070,Cliente_4070,1996-12-12,Curitiba,2021-10-30
4071,Cliente_4071,1961-10-09,Belo Horizonte,2021-10-20
4072,Cliente_4072,1982-04-29,São Paulo,2022-10-31
4073,Cliente_4073,1984-10-10,Rio de Janeiro,2020-09-06
4074,Cliente_4074,2004-06-12,Rio de Janeiro,2018-11-04
4075,Cliente_4075,2000-11-10,São Paulo,2023-07-31
4076,Cliente_4076,1951-05-05,Brasília,2019-08-08
4077,Cliente_4077,1977-10-09,Brasília,2024-02-20
4078,Cliente_4078,1957-10-27,São Paulo,2023-08-06
4079,Cliente_4079,1990-10-21,Rio de Janeiro,2021-07-08
4080,Cliente_4080,1976-07-09,São Paulo,2019-10-24
4081,Cliente_4081,1975-02-17,Belo Horizonte,2024-06-19
4082,Cliente_4082,1981-09-14,São Paulo,2019-01-01
4083,Cliente_4083,1966-01-28,Belo Horizonte,2023-03-03
4084,Cliente_4084,1992-06-16,Brasília,2020-11-14
4085,Cliente_4085,1989-08-28,São Paulo,2019-07-30
4086,Cliente_4086,2001-01-09,São Paulo,2023-06-23
4087,Cliente_4087,1982-08-11,Curitiba,2021-03-20
4088,Cliente_4088,1986-09-12,Curitiba,2019-06-13
4089,Cliente_4089,1982-11-26,Brasília,2023-10-01
4090,Cliente_4090,1978-02-20,São Paulo,2022-03-11
4091,Cliente_4091,1987-01-26,Curitiba,2023-09-04
4092,Cliente_4092,1973-07-31,Salvador,2018-06-24
4093,Cliente_4093,1955-02-13,Fortaleza,2020-09-29
4094,Cliente_4094,2000-04-24,Rio de Janeiro,2018-02-02
4095,Cliente_4095,1959-06-13,Curitiba,2021-04-05
4096,Cliente_4096,1964-03-12,Curitiba,2024-05-24
4097,Cliente_4097,1956-07-19,Curitiba,2020-07-02
4098,Cliente_4098,1991-06-22,Belo Horizonte,2019-01-18
4099,Cliente_4099,1991-10-18,Fortaleza,2023-04-03
4100,Cliente_4100,1998-01-03,São Paulo,2023-03-20
4101,Cliente_4101,1957-09-13,Fortaleza,2020-01-09
4102,Cliente_4102,1959-09-21,Brasília,2022-06-14
4103,Cliente_4103,1988-11-09,Curitiba,2020-03-28
4104,Cliente_4104,1979-06-29,Belo Horizonte,2018-09-22
4105,Cliente_4105,1980-09-20,Curitiba,2024-10-11
4106,Cliente_4106,1969-01-28,São Paulo,2023-05-05
4107,Cliente_4107,1974-12-22,São Paulo,2023-02-05
4108,Cliente_4108,1998-11-26,Curitiba,2019-09-30
4109,Cliente_4109,1963-01-21,Belo Horizonte,2020-05-24
4110,Cliente_4110,2000-12-22,Salvador,2018-05-09
4111,Cliente_4111,1984-02-13,Brasília,2018-09-13
4112,Cliente_4112,1982-06-07,Curitiba,2022-10-28
4113,Cliente_4113,1969-02-23,Rio de Janeiro,2018-08-10
4114,Cliente_4114,1952-01-22,Belo Horizonte,2022-09-29
4115,Cliente_4115,1972-08-12,São Paulo,2019-12-23
4116,Cliente_4116,1962-09-19,Belo Horizonte,2018-10-11
4117,Cliente_4117,1986-05-05,Belo Horizonte,2018-12-01
4118,Cliente_4118,1990-07-02,Salvador,2022-09-16
4119,Cliente_4119,1969-03-17,Rio de Janeiro,2020-11-28
4120,Cliente_4120,1954-10-28,Curitiba,2019-01-14
4121,Cliente_4121,1980-09-07,Rio de Janeiro,2021-05-01
4122,Cliente_4122,1967-10-26,Curitiba,2021-12-01
4123,Cliente_4123,1993-03-17,Salvador,2023-05-02
4124,Cliente_4124,1964-06-01,Belo Horizonte,2022-11-25
4125,Cliente_4125,2001-03-02,Brasília,2022-05-13
4126,Cliente_4126,1950-11-22,Brasília,2024-04-16
4127,Cliente_4127,2003-07-28,São Paulo,2020-03-24
4128,Cliente_4128,2001-11-24,Belo Horizonte,2019-08-16
4129,Cliente_4129,1978-05-25,Rio de Janeiro,2018-02-28
4130,Cliente_4130,1991-02-24,Curitiba,2019-08-28
4131,Cliente_4131,1978-05-22,Brasília,2019-04-11
4132,Cliente_4132,1986-06-17,Salvador,2020-12-12
4133,Cliente_4133,1950-05-01,Brasília,2023-01-20
4134,Cliente_4134,1961-04-12,Fortaleza,2023-01-15
4135,Cliente_4135,2001-11-21,São Paulo,2019-02-04
4136,Cliente_4136,1969-08-12,Curitiba,2020-02-08
4137,Cliente_4137,1998-12-29,Salvador,2019-11-12
4138,Cliente_4138,1983-11-15,Belo Horizonte,2020-06-04
4139,Cliente_4139,1968-10-26,Fortaleza,2020-02-22
4140,Cliente_4140,2001-10-01,Belo Horizonte,2018-02-28
4141,Cliente_4141,1982-08-21,Belo Horizonte,2018-03-08
4142,Cliente_4142,1977-07-16,Brasília,2023-08-19
4143,Cliente_4143,1961-03-11,Fortaleza,2023-08-07
4144,Cliente_4144,1990-11-29,Curitiba,2022-08-23
4145,Cliente_4145,1981-07-22,Brasília,2021-12-13
4146,Cliente_4146,1998-09-01,Salvador,2022-10-11
4147,Cliente_4147,1980-02-17,Rio de Janeiro,2019-04-10
4148,Cliente_4148,1991-03-01,Belo Horizonte,2022-10-21
4149,Cliente_4149,1965-11-14,Salvador,2024-03-14
4150,Cliente_4150,1964-08-04,Curitiba,2024-02-02
4151,Cliente_4151,1984-03-26,Brasília,2021-03-13
4152,Cliente_4152,1989-04-01,Fortaleza,2021-03-06
4153,Cliente_4153,1958-11-26,Brasília,2018-12-25
4154,Cliente_4154,1959-04-25,Fortaleza,2019-01-03
4155,Cliente_4155,1951-06-23,São Paulo,2022-08-12
4156,Cliente_4156,1994-07-15,São Paulo,2024-02-10
4157,Cliente_4157,1989-11-04,Salvador,2023-08-24
4158,Cliente_4158,1952-12-05,Brasília,2021-04-02
4159,Cliente_4159,1987-09-27,Rio de Janeiro,2020-05-17
4160,Cliente_4160,1990-10-15,Curitiba,2024-03-09
4161,Cliente_4161,1960-04-09,Brasília,2020-03-12
4162,Cliente_4162,1992-02-17,Belo Horizonte,2019-05-25
4163,Cliente_4163,1991-08-16,Brasília,2022-08-19
4164,Cliente_4164,1985-07-05,Belo Horizonte,2018-02-01
4165,Cliente_4165,1970-02-02,Belo Horizonte,2023-09-10
4166,Cliente_4166,1974-01-04,Belo Horizonte,2020-12-19
4167,Cliente_4167,1987-03-17,São Paulo,2020-09-16
4168,Cliente_4168,1987-03-12,São Paulo,2018-05-14
4169,Cliente_4169,1952-05-10,Brasília,2019-09-21
4170,Cliente_4170,1983-08-04,Brasília,2023-10-27
4171,Cliente_4171,2003-10-29,Belo Horizonte,2021-07-24
4172,Cliente_4172,1965-04-16,Curitiba,2024-06-01
4173,Cliente_4173,1971-09-12,Curitiba,2024-03-26
4174,Cliente_4174,1967-04-15,Brasília,2022-05-31
4175,Cliente_4175,1954-08-18,Curitiba,2024-06-24
4176,Cliente_4176,1961-07-24,Fortaleza,2022-05-19
4177,Cliente_4177,1965-08-02,Belo Horizonte,2022-07-10
4178,Cliente_4178,1996-05-29,Curitiba,2019-10-11
4179,Cliente_4179,1970-09-21,Fortaleza,2019-02-12
4180,Cliente_4180,1961-05-02,São Paulo,2023-08-28
4181,Cliente_4181,2001-10-04,Brasília,2022-05-25
4182,Cliente_4182,1973-05-07,Rio de Janeiro,2024-03-14
4183,Cliente_4183,1978-12-04,São Paulo,2020-04-14
4184,Cliente_4184,1958-05-15,Curitiba,2018-04-16
4185,Cliente_4185,1951-01-14,Rio de Janeiro,2024-08-27
4186,Cliente_4186,1952-06-30,São Paulo,2024-02-05
4187,Cliente_4187,2001-04-19,São Paulo,2022-04-16
4188,Cliente_4188,1961-09-17,Fortaleza,2023-02-02
4189,Cliente_4189,1982-02-16,Rio de Janeiro,2020-02-04
4190,Cliente_4190,1969-11-23,Rio de Janeiro,2021-05-01
4191,Cliente_4191,1998-01-13,Fortaleza,2020-10-01
4192,Cliente_4192,1983-12-03,Fortaleza,2020-12-02
4193,Cliente_4193,1954-08-23,São Paulo,2021-01-31
4194,Cliente_4194,1962-11-25,Fortaleza,2018-04-05
4195,Cliente_4195,2001-12-23,São Paulo,2019-02-28
4196,Cliente_4196,1991-03-11,São Paulo,2024-09-06
4197,Cliente_4197,1959-08-10,Belo Horizonte,2019-08-04
4198,Cliente_4198,1973-07-04,São Paulo,2020-01-10
4199,Cliente_4199,1956-12-10,Brasília,2023-07-18
4200,Cliente_4200,1982-06-04,Curitiba,2020-05-01
4201,Cliente_4201,1959-01-12,Brasília,2023-07-05
4202,Cliente_4202,1951-12-21,São Paulo,2022-08-22
4203,Cliente_4203,1993-08-25,Rio de Janeiro,2018-11-09
4204,Cliente_4204,1987-09-03,Belo Horizonte,2022-03-18
4205,Cliente_4205,1990-06-14,Rio de Janeiro,2019-10-22
4206,Cliente_4206,1976-10-20,Rio de Janeiro,2018-02-11
4207,Cliente_4207,2000-11-23,Brasília,2024-10-20
4208,Cliente_4208,1952-10-27,Belo Horizonte,2019-04-26
4209,Cliente_4209,1981-02-10,Salvador,2023-06-06
4210,Cliente_4210,2003-10-30,São Paulo,2024-02-17
4211,Cliente_4211,1964-03-18,Fortaleza,2023-11-08
4212,Cliente_4212,1972-10-31,Rio de Janeiro,2019-05-14
4213,Cliente_4213,2004-05-18,Salvador,2018-05-02
4214,Cliente_4214,1952-01-25,Salvador,2023-10-23
4215,Cliente_4215,1963-09-02,Brasília,2020-06-04
4216,Cliente_4216,1982-09-26,Rio de Janeiro,2019-04-16
4217,Cliente_4217,1952-08-24,Rio de Janeiro,2021-09-03
4218,Cliente_4218,1969-09-19,Fortaleza,2018-12-08
4219,Cliente_4219,1961-05-10,Belo Horizonte,2021-01-01
4220,Cliente_4220,1993-03-16,São Paulo,2020-03-27
4221,Cliente_4221,1981-04-09,Fortaleza,2024-03-08
4222,Cliente_4222,1976-05-28,Fortaleza,2023-03-29
4223,Cliente_4223,1994-06-25,Salvador,2022-11-22
4224,Cliente_4224,1985-11-18,Belo Horizonte,2020-03-01
4225,Cliente_4225,1965-07-08,Fortaleza,2020-03-21
4226,Cliente_4226,1975-03-21,São Paulo,2022-05-29
4227,Cliente_4227,2002-05-12,Belo Horizonte,2024-08-03
4228,Cliente_4228,1964-11-11,Fortaleza,2020-04-23
4229,Cliente_4229,1993-10-07,Curitiba,2022-11-11
4230,Cliente_4230,1988-01-07,Fortaleza,2024-09-08
4231,Cliente_4231,1974-05-17,Salvador,2021-07-29
4232,Cliente_4232,1959-08-26,Curitiba,2024-10-23
4233,Cliente_4233,1988-07-07,Salvador,2020-03-29
4234,Cliente_4234,1981-08-30,Fortaleza,2022-03-12
4235,Cliente_4235,1955-10-07,Rio de Janeiro,2023-01-15
4236,Cliente_4236,1953-01-11,Belo Horizonte,2023-09-26
4237,Cliente_4237,2002-08-26,Belo Horizonte,2022-08-06
4238,Cliente_4238,2004-03-06,Belo Horizonte,2023-12-13
4239,Cliente_4239,1985-09-25,São Paulo,2018-05-03
4240,Cliente_4240,1966-02-21,Curitiba,2021-08-14
4241,Cliente_4241,1966-09-06,Rio de Janeiro,2022-01-05
4242,Cliente_4242,1956-07-08,Fortaleza,2020-05-31
4243,Cliente_4243,1983-05-06,Rio de Janeiro,2022-03-04
4244,Cliente_4244,1978-03-18,São Paulo,2019-05-16
4245,Cliente_4245,1978-08-01,Fortaleza,2018-02-14
4246,Cliente_4246,1979-07-04,Curitiba,2020-05-25
4247,Cliente_4247,2000-11-28,Rio de Janeiro,2021-08-10
4248,Cliente_4248,2000-05-21,Curitiba,2018-09-29
4249,Cliente_4249,1975-06-12,Rio de Janeiro,2024-09-30
4250,Cliente_4250,1997-04-21,São Paulo,2020-06-09
4251,Cliente_4251,2000-04-29,Fortaleza,2021-02-12
4252,Cliente_4252,2004-07-15,Salvador,2018-11-03
4253,Cliente_4253,1987-11-02,Belo Horizonte,2022-11-18
4254,Cliente_4254,1978-09-20,Rio de Janeiro,2020-03-22
4255,Cliente_4255,1954-06-16,Curitiba,2023-07-17
4256,Cliente_4256,1954-03-14,Curitiba,2021-01-29
4257,Cliente_4257,1960-09-12,Curitiba,2019-05-24
4258,Cliente_4258,1965-05-09,Belo Horizonte,2024-09-29
4259,Cliente_4259,2003-01-14,Rio de Janeiro,2022-04-18
4260,Cliente_4260,2001-09-17,Belo Horizonte,2018-03-29
4261,Cliente_4261,1951-08-08,São Paulo,2024-06-16
4262,Cliente_4262,1991-06-06,Rio de Janeiro,2021-03-10
4263,Cliente_4263,1986-02-20,Salvador,2018-06-01
4264,Cliente_4264,1997-04-29,Belo Horizonte,2018-06-10
4265,Cliente_4265,1951-06-18,Curitiba,2018-10-12
4266,Cliente_4266,1958-07-14,Fortaleza,2022-08-28
4267,Cliente_4267,1977-01-02,Belo Horizonte,2021-01-30
4268,Cliente_4268,1981-01-09,São Paulo,2022-06-28
4269,Cliente_4269,1999-12-03,Curitiba,2021-07-06
4270,Cliente_4270,1954-03-23,Belo Horizonte,2022-05-31
4271,Cliente_4271,1990-10-13,Brasília,2023-07-14
4272,Cliente_4272,1960-11-22,Salvador,2022-03-12
4273,Cliente_4273,1959-03-21,Rio de Janeiro,2018-04-30
4274,Cliente_4274,1954-04-17,Rio de Janeiro,2018-02-12
4275,Cliente_4275,1959-06-08,Brasília,2021-08-15
4276,Cliente_4276,1989-02-01,Rio de Janeiro,2020-07-16
4277,Cliente_4277,1957-11-24,Fortaleza,2020-02-22
4278,Cliente_4278,1983-02-04,São Paulo,2024-01-11
4279,Cliente_4279,1954-09-17,Brasília,2020-11-29
4280,Cliente_4280,1953-11-12,São Paulo,2019-03-30
4281,Cliente_4281,1977-04-19,Belo Horizonte,2018-11-04
4282,Cliente_4282,1979-07-19,Belo Horizonte,2022-04-04
4283,Cliente_4283,1965-04-13,Salvador,2019-07-19
4284,Cliente_4284,1991-05-02,Rio de Janeiro,2019-05-07
4285,Cliente_4285,1978-08-25,Brasília,2019-08-30
4286,Cliente_4286,2002-05-28,Fortaleza,2022-08-20
4287,Cliente_4287,1990-01-31,Salvador,2019-05-17
4288,Cliente_4288,1997-05-02,Salvador,2020-09-12
4289,Cliente_4289,1992-11-16,Belo Horizonte,2023-07-01
4290,Cliente_4290,1978-11-18,Rio de Janeiro,2023-06-01
4291,Cliente_4291,1958-03-28,Brasília,2020-12-16
4292,Cliente_4292,1976-07-30,Belo Horizonte,2018-12-06
4293,Cliente_4293,2000-02-09,Fortaleza,2020-09-19
4294,Cliente_4294,1968-06-21,São Paulo,2018-11-16
4295,Cliente_4295,1994-05-17,Rio de Janeiro,2018-09-04
4296,Cliente_4296,1951-03-07,Curitiba,2020-06-04
4297,Cliente_4297,1984-07-18,Curitiba,2020-02-09
4298,Cliente_4298,1959-05-19,Rio de Janeiro,2021-10-26
4299,Cliente_4299,2002-12-24,Salvador,2023-12-02
4300,Cliente_4300,1978-02-11,Fortaleza,2021-07-01
4301,Cliente_4301,1990-09-25,Brasília,2019-09-23
4302,Cliente_4302,1995-04-06,Rio de Janeiro,2019-03-09
4303,Cliente_4303,1969-08-18,Curitiba,2022-01-29
4304,Cliente_4304,1990-08-04,Rio de Janeiro,2023-10-05
4305,Cliente_4305,1985-11-26,São Paulo,2020-02-09
4306,Cliente_4306,1974-12-05,Rio de Janeiro,2022-09-29
4307,Cliente_4307,1977-07-22,Fortaleza,2024-06-22
4308,Cliente_4308,1959-02-27,Curitiba,2019-08-27
4309,Cliente_4309,1959-08-13,Rio de Janeiro,2019-03-28
4310,Cliente_4310,1951-06-28,Rio de Janeiro,2023-03-03
4311,Cliente_4311,1973-12-07,Curitiba,2018-04-28
4312,Cliente_4312,1997-08-18,Belo Horizonte,2023-01-29
4313,Cliente_4313,1973-10-29,Salvador,2019-04-30
4314,Cliente_4314,1957-07-17,Curitiba,2021-12-22
4315,Cliente_4315,1969-01-09,Curitiba,2019-09-09
4316,Cliente_4316,1995-01-20,Salvador,2022-10-31
4317,Cliente_4317,1979-12-10,Curitiba,2018-08-06
4318,Cliente_4318,1974-06-16,São Paulo,2022-02-23
4319,Cliente_4319,1954-05-30,Fortaleza,2022-04-16
4320,Cliente_4320,1987-11-30,Belo Horizonte,2020-03-05
4321,Cliente_4321,1966-12-30,Rio de Janeiro,2022-07-08
4322,Cliente_4322,2003-04-18,Salvador,2021-02-04
4323,Cliente_4323,2004-06-30,Salvador,2023-07-15
4324,Cliente_4324,1988-11-24,Fortaleza,2019-03-24
4325,Cliente_4325,1954-06-23,São Paulo,2020-10-16
4326,Cliente_4326,1969-09-13,São Paulo,2019-04-17
4327,Cliente_4327,1953-03-15,Belo Horizonte,2024-06-14
4328,Cliente_4328,1971-06-03,Salvador,2018-09-27
4329,Cliente_4329,1959-01-24,Rio de Janeiro,2021-02-02
4330,Cliente_4330,1986-04-18,Curitiba,2022-05-25
4331,Cliente_4331,1959-02-02,Fortaleza,2020-06-19
4332,Cliente_4332,1974-01-25,Rio de Janeiro,2023-07-22
4333,Cliente_4333,1965-05-06,Belo Horizonte,2020-04-13
4334,Cliente_4334,1975-11-02,Belo Horizonte,2024-09-08
4335,Cliente_4335,1950-04-12,Rio de Janeiro,2019-01-22
